Comparison,Group 1,Group 2,Reaction ID,Reaction name,Subsystem,D,p-value,q-value (BH),Median Egg,Median L1,Delta median,Pooled range,Relative delta,Rank D,Rank relative delta,Combined score,Higher median in,Shown in Fig. 5,Equation,Median L2,Median L3,Median L4,Median L4f,Median Af,Median L4m,Median Am
L4f vs Af,L4f,Af,MAR04375,"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)",Glycolysis / Gluconeogenesis,0.558,1.2169340874898888e-143,4.25926930621461e-143,,,-0.494817,1.967746,0.2515,34,27,61,L4f,,"DHAP[c] + D-glyceraldehyde 3-phosphate[c] <=> fructose-1,6-bisphosphate[c]",,,,-0.261107,-0.755925,,
L4f vs Af,L4f,Af,MAR11974,"Exchange of D-Fructose 1,6-Bisphosphate",Exchange/demand reactions,0.558,1.2169340874898888e-143,4.25926930621461e-143,,,-0.494817,1.967746,0.2515,34,28,62,L4f,,"fructose-1,6-bisphosphate[e] <=> ",,,,-0.261107,-0.755925,,
L4f vs Af,L4f,Af,MAR06918,ubiquinol:ferricytochrome-c oxidoreductase,Oxidative phosphorylation,0.653,1.3253186706370208e-201,6.422698173087101e-201,,,-0.296254,1.514143,0.1957,25,37,62,L4f,,2 ferricytochrome C[m] + 2 H+[m] + ubiquinol[m] => 2 ferrocytochrome C[m] + ubiquinone[m] + 4 H+[i],,,,0.723775,0.427521,,
L4f vs Af,L4f,Af,MAR04898,O2 transport  diffusion ,Mitochondrial transport,0.65,1.405651209956189e-199,6.559705646462214e-199,,,-0.1473,0.756245,0.1948,27,38,65,L4f,,O2[c] <=> O2[m],,,,0.363541,0.216241,,
L4f vs Af,L4f,Af,MAR03215,(R)-Methylmalonyl-CoA CoA-carbonylmutase,"Valine, leucine, and isoleucine metabolism",0.534,7.078751389365493e-131,2.2298066876501307e-130,,,-0.249156,1.416507,0.1759,37,39,76,L4f,,(R)-methylmalonyl-CoA[m] <=> succinyl-CoA[m],,,,0.647704,0.398549,,
L4f vs Af,L4f,Af,MAR00569,Exchange of ATP,Exchange/demand reactions,0.415,1.7199456463250463e-77,4.6109181156799105e-77,,,0.133149,0.53587,0.2485,46,31,77,Af,,ATP[e] <=> ,,,,-0.46225,-0.329101,,
L4f vs Af,L4f,Af,MAR05043,Phosphate transporter  mitochondrial,Mitochondrial transport,0.499,1.65134576941857e-113,4.838827138296275e-113,,,-0.461432,2.0138,0.2291,43,34,77,L4f,,Pi[c] + H+[i] => H+[m] + Pi[m],,,,0.776064,0.314632,,
L4f vs Af,L4f,Af,MAR03763,(S)-Methylmalonyl-CoA hydrolase,"Valine, leucine, and isoleucine metabolism",0.534,7.078751389365493e-131,2.2298066876501307e-130,,,-0.249156,1.416507,0.1759,37,40,77,L4f,,CoA[m] + H+[m] + methylmalonate[m] => (R)-methylmalonyl-CoA[m] + H2O[m],,,,0.647704,0.398549,,
L4f vs Af,L4f,Af,MAR06916,ATP phosphohydrolase,Oxidative phosphorylation,0.441,8.12788713215682e-88,2.27580839700391e-87,,,0.224572,0.940573,0.2388,45,33,78,Af,,ADP[m] + Pi[m] + 3 H+[i] => ATP[m] + 2 H+[m] + H2O[m],,,,0.260991,0.485563,,
L4f vs Af,L4f,Af,MAR05303,,Extracellular transport,0.415,1.7199456463250463e-77,4.6109181156799105e-77,,,0.133149,0.53587,0.2485,46,32,78,Af,,ATP[c] <=> ATP[e],,,,-0.46225,-0.329101,,
L4f vs Af,L4f,Af,MAR04652,succinate:quinone oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.534,7.078751389365493e-131,2.2298066876501307e-130,,,0.249156,1.416507,0.1759,37,41,78,Af,,fumarate[m] + ubiquinol[m] <=> succinate[m] + ubiquinone[m],,,,-0.647704,-0.398549,,
L4f vs Af,L4f,Af,MAR03789,"Transport of Methylmalonate, Mitochondrial",Mitochondrial transport,0.534,7.078751389365493e-131,2.2298066876501307e-130,,,-0.249156,1.416507,0.1759,37,42,79,L4f,,methylmalonate[c] <=> methylmalonate[m],,,,0.647704,0.398549,,
L4f vs Af,L4f,Af,MAR10243,Exchange of Methylmalonate,Exchange/demand reactions,0.534,7.078751389365493e-131,2.175421158683054e-130,,,0.249156,1.416507,0.1759,37,43,80,Af,,methylmalonate[e] <=> ,,,,-0.647704,-0.398549,,
L4f vs Af,L4f,Af,MAR09255,Adrenic acid exchange,Exchange/demand reactions,0.401,3.166572974357379e-72,7.388670273500551e-72,,,0.133611,0.536753,0.2489,53,29,82,Af,,ADP[e] <=> ,,,,0.126511,0.260122,,
L4f vs Af,L4f,Af,MAR07781,Adp exchange,Extracellular transport,0.401,3.166572974357379e-72,7.528079146585468e-72,,,0.133611,0.536753,0.2489,53,30,83,Af,,ADP[c] => ADP[e],,,,0.126511,0.260122,,
L4f vs Af,L4f,Af,MAR09041,L-Lysine exchange,Exchange/demand reactions,0.316,1.6022936229377296e-44,3.309655680166458e-44,,,0.042912,0.166403,0.2579,60,24,84,Af,,lysine[e] <=> ,,,,-0.122423,-0.079511,,
L4f vs Af,L4f,Af,MAR05071,LYStiDF,Extracellular transport,0.316,1.6022936229377296e-44,3.364816608169232e-44,,,-0.042912,0.166403,0.2579,60,25,85,L4f,,lysine[e] => lysine[c],,,,0.122423,0.079511,,
L4f vs Af,L4f,Af,MAR10366,"Transport of Methylmalonate, Antiport with Phsophate",Extracellular transport,0.521,2.954780090542833e-124,8.864340271628498e-124,,,0.245063,1.438193,0.1704,42,46,88,Af,,methylmalonate[c] + Pi[e] <=> Pi[c] + methylmalonate[e],,,,-0.643611,-0.398549,,
L4f vs Af,L4f,Af,MAR09952,Hydrolysis of Acetyl-Lysine,Lysine metabolism,0.646,6.723652038451915e-197,3.0256434173033617e-196,,,-0.016934,0.181251,0.0934,28,67,95,L4f,,H2O[c] + Acetyl-L-Lysine[c] <=> acetate[c] + lysine[c],,,,-0.084242,-0.101176,,
L4f vs Af,L4f,Af,MAR10197,Exchange of Acetyl-Lysine,Exchange/demand reactions,0.646,6.723652038451915e-197,2.823933856149804e-196,,,0.016934,0.181251,0.0934,28,68,96,Af,,Acetyl-L-Lysine[e] <=> ,,,,0.084242,0.101176,,
L4f vs Af,L4f,Af,MAR09996,"Transport of Acetyl-Lysine, Extracellular",Extracellular transport,0.646,6.723652038451915e-197,2.9213108856722114e-196,,,0.016934,0.181251,0.0934,28,69,97,Af,,Acetyl-L-Lysine[c] <=> Acetyl-L-Lysine[e],,,,0.084242,0.101176,,
L4f vs Af,L4f,Af,MAR02351,Facilitated diffusion of phosphate (c to e),Extracellular transport,0.373,2.661665844969578e-62,6.0976344812030335e-62,,,0.548949,3.145533,0.1745,55,44,99,Af,,Pi[c] => Pi[e],,,,0.628451,1.1774,,
L4f vs Af,L4f,Af,MAR20137,MAR20137,Mitochondrial transport,0.412,2.4040842895637437e-76,6.058292409700634e-76,,,-182.276536,1262.643048,0.1444,48,51,99,L4f,,CTP[c] + GTP[m] <=> CTP[m] + GTP[c],,,,62.156584,-120.119953,,
L4f vs Af,L4f,Af,MAR03967,Cytidylate kinase (CMP)(GTP),Nucleotide metabolism,0.412,2.4040842895637437e-76,6.18193103030677e-76,,,182.276499,1262.643738,0.1444,48,52,100,Af,,CDP[c] + GDP[c] <=> CMP[c] + GTP[c],,,,-62.154265,120.122234,,
L4f vs Af,L4f,Af,MAR04024,ATP:CMP phosphotransferase,Nucleotide metabolism,0.412,2.4040842895637437e-76,6.18193103030677e-76,,,-182.276489,1262.643913,0.1444,48,53,101,L4f,,ADP[c] + CDP[c] <=> ATP[c] + CMP[c],,,,62.152557,-120.123932,,
L4f vs Af,L4f,Af,MAR20139,MAR20139,Mitochondrial transport,0.572,2.0217057490332576e-151,7.719240132672438e-151,,,62.15299,708.242167,0.0878,32,74,106,Af,,CTP[c] + GMP[m] <=> CTP[m] + GMP[c],,,,-62.155387,-0.002397,,
L4f vs Af,L4f,Af,MAR04135,ATP:GMP phosphotransferase,Purine metabolism,0.572,2.0217057490332576e-151,7.719240132672438e-151,,,62.15299,708.242167,0.0878,32,75,107,Af,,ADP[m] + GDP[m] <=> ATP[m] + GMP[m],,,,-62.155387,-0.002397,,
L4f vs Af,L4f,Af,MAR03980,hydrogen-peroxide:hydrogen-peroxide oxidoreductase,ROS detoxification,0.475,2.016828606185589e-102,5.7754637358950946e-102,,,0.11377,1.126458,0.101,44,66,110,Af,,2 H2O2[c] => 2 H2O[c] + O2[c],,,,0.301988,0.415757,,
L4f vs Af,L4f,Af,MAR05126,L proline transport  mitochondrial,Mitochondrial transport,0.407,1.8582877929472538e-74,4.502774267526038e-74,,,-0.162399,1.33593,0.1216,51,59,110,L4f,,proline[m] + H+[i] => H+[m] + proline[c],,,,0.536723,0.374324,,
L4f vs Af,L4f,Af,MAR04963,,Mitochondrial transport,0.407,1.8582877929472538e-74,4.591063959046157e-74,,,-0.162399,1.33593,0.1216,51,60,111,L4f,,glutamate[m] + proline[c] => glutamate[c] + proline[m],,,,0.536723,0.374324,,
L4f vs Af,L4f,Af,MAR09828,Transport of Fumarate,Extracellular transport,0.342,3.101108472869825e-52,6.736890820372378e-52,,,-0.150813,1.098493,0.1373,57,54,111,L4f,,fumarate[e] <=> fumarate[c],,,,-0.247736,-0.398549,,
L4f vs Af,L4f,Af,MAR11400,Exchange of Fumarate,Exchange/demand reactions,0.342,3.101108472869825e-52,6.736890820372378e-52,,,0.150813,1.098493,0.1373,57,55,112,Af,,fumarate[e] <=> ,,,,0.247736,0.398549,,
L4f vs Af,L4f,Af,MAR04914,CoA transporter  mitochondrial   irreversible,Mitochondrial transport,0.605,9.050350483119254e-171,3.678529551203309e-170,,,0.004272,0.078932,0.0541,31,86,117,Af,,CoA[c] <=> CoA[m],,,,-0.020835,-0.016562,,
L4f vs Af,L4f,Af,MAR04354,"D-Ribose 1,5-phosphomutase",Pentose phosphate pathway,0.269,3.1690847643253713e-32,5.396009193310766e-32,,,0.348504,2.337446,0.1491,71,47,118,Af,,ribose-1-phosphate[c] <=> ribose-5-phosphate[c],,,,-0.403914,-0.05541,,
L4f vs Af,L4f,Af,MAR09406,R total exchange,Exchange/demand reactions,0.269,3.1690847643253713e-32,5.396009193310766e-32,,,0.348504,2.337446,0.1491,71,48,119,Af,,ribose[e] <=> ,,,,-0.403914,-0.05541,,
L4f vs Af,L4f,Af,MAR04958,D-ribose transport via diffusion,Extracellular transport,0.269,3.1690847643253713e-32,5.396009193310766e-32,,,0.348504,2.337446,0.1491,71,49,120,Af,,ribose[c] <=> ribose[e],,,,-0.403914,-0.05541,,
L4f vs Af,L4f,Af,MAR06328,ATP:ADP phosphatransferase,Mitochondrial transport,0.26,4.148242783943996e-30,6.969047877025914e-30,,,280.721513,1624.766738,0.1728,75,45,120,Af,,ADP[c] + ATP[m] <=> ADP[m] + ATP[c],,,,-355.821953,-75.10044,,
L4f vs Af,L4f,Af,MAR04350,ATP:D-ribose 5-phosphotransferase,Pentose phosphate pathway,0.269,3.1690847643253713e-32,5.396009193310766e-32,,,0.348504,2.337446,0.1491,71,50,121,Af,,ADP[c] + H+[c] + ribose-5-phosphate[c] <=> ATP[c] + ribose[c],,,,-0.403914,-0.05541,,
L4f vs Af,L4f,Af,MAR04852,"Dicarboxylate/tricarboxylate carrier (mal:akg), mitochondrial",Mitochondrial transport,0.341,6.3151556458138154e-52,1.3486603582585435e-51,,,-0.138175,1.309476,0.1055,59,65,124,L4f,,AKG[c] + malate[m] <=> AKG[m] + malate[c],,,,0.536723,0.398549,,
L4f vs Af,L4f,Af,MAR01616,"Phenylalanine Transaminase, Mitochondrial",Phenylalanine metabolism,0.294,1.6656399989720172e-38,3.041603476383684e-38,,,0.123576,1.089928,0.1134,66,61,127,Af,,AKG[m] + phenylalanine[m] <=> glutamate[m] + phenylpyruvate[m],,,,0.216135,0.33971,,
L4f vs Af,L4f,Af,MAR06725,L-Phenylalanine:2-oxoglutarate aminotransferase,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.294,1.6656399989720172e-38,3.041603476383684e-38,,,-0.123576,1.089928,0.1134,66,62,128,L4f,,AKG[c] + phenylalanine[c] <=> glutamate[c] + phenylpyruvate[c],,,,-0.216135,-0.33971,,
L4f vs Af,L4f,Af,MAR11443,"Transport of Phenylpyruvate via Proton Symport, Mitochondrial",Mitochondrial transport,0.294,1.6656399989720172e-38,3.041603476383684e-38,,,0.123576,1.089928,0.1134,66,63,129,Af,,H+[m] + phenylpyruvate[m] <=> H+[c] + phenylpyruvate[c],,,,0.216135,0.33971,,
L4f vs Af,L4f,Af,MAR05115,Transport of phenylalanine (c to m),Mitochondrial transport,0.294,1.6656399989720172e-38,3.041603476383684e-38,,,0.123576,1.089928,0.1134,66,64,130,Af,,phenylalanine[c] + H+[i] => H+[m] + phenylalanine[m],,,,0.216135,0.33971,,
L4f vs Af,L4f,Af,MAR06912,diphosphate phosphohydrolase,Oxidative phosphorylation,0.178,2.980114180184982e-14,4.2190380528461545e-14,,,-0.061509,0.456958,0.1346,87,56,143,L4f,,H2O[m] + PPi[m] => H+[m] + 2 Pi[m],,,,0.227957,0.166449,,
L4f vs Af,L4f,Af,MAR04391,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,Glycolysis / Gluconeogenesis,0.348,4.146142039578868e-54,9.328819589052452e-54,,,0.154063,3.248135,0.0474,56,88,144,Af,,DHAP[c] <=> D-glyceraldehyde 3-phosphate[c],,,,0.601861,0.755924,,
L4f vs Af,L4f,Af,MAR09862,Exchange of 3-Phospho-D-Glycerate,Exchange/demand reactions,0.304,3.500009801152419e-41,6.784634383772382e-41,,,0.206941,3.371292,0.0614,62,82,144,Af,,3-phospho-D-glycerate[e] <=> ,,,,0.754733,0.961675,,
L4f vs Af,L4f,Af,MAR08987,"Diphopshate Transporter, Mitochondrial",Mitochondrial transport,0.178,2.980114180184982e-14,4.2190380528461545e-14,,,-0.061473,0.456791,0.1346,87,57,144,L4f,,PPi[c] <=> PPi[m],,,,0.223391,0.161918,,
L4f vs Af,L4f,Af,MAR09836,Transport of 3-Phospho-D-Glycerate,Extracellular transport,0.304,3.500009801152419e-41,6.784634383772382e-41,,,-0.206941,3.371292,0.0614,62,83,145,L4f,,3-phospho-D-glycerate[e] <=> 3-phospho-D-glycerate[c],,,,-0.754733,-0.961675,,
L4f vs Af,L4f,Af,MAR03977,diphosphate phosphohydrolase,Oxidative phosphorylation,0.178,2.980114180184982e-14,4.2190380528461545e-14,,,0.061493,0.457029,0.1345,87,58,145,Af,,H2O[c] + PPi[c] => H+[c] + 2 Pi[c],,,,0.233624,0.295117,,
L4f vs Af,L4f,Af,MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),Glycolysis / Gluconeogenesis,0.304,3.500009801152419e-41,6.784634383772382e-41,,,-0.206941,3.371292,0.0614,62,84,146,L4f,,"1,3-bisphospho-D-glycerate[c] + H+[c] + NADH[c] <=> D-glyceraldehyde 3-phosphate[c] + NAD+[c] + Pi[c]",,,,-0.754733,-0.961675,,
L4f vs Af,L4f,Af,MAR04008,ATP:UMP phosphotransferase,Pyrimidine metabolism,0.206,5.599003563551554e-19,9.282558539572313e-19,,,0.120509,1.30853,0.0921,76,70,146,Af,,ADP[c] + UDP[c] <=> ATP[c] + UMP[c],,,,0.355481,0.47599,,
L4f vs Af,L4f,Af,MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,Glycolysis / Gluconeogenesis,0.304,3.500009801152419e-41,6.784634383772382e-41,,,0.206941,3.371292,0.0614,62,85,147,Af,,"1,3-bisphospho-D-glycerate[c] + ADP[c] <=> 3-phospho-D-glycerate[c] + ATP[c]",,,,0.754733,0.961675,,
L4f vs Af,L4f,Af,MAR07865,UMP kinase (UTP),Nucleotide metabolism,0.205,8.493582764331037e-19,1.389858997799624e-18,,,-0.059029,0.654228,0.0902,77,71,148,L4f,,2 UDP[c] <=> UMP[c] + UTP[c],,,,-0.178038,-0.237067,,
L4f vs Af,L4f,Af,MAR09440,L-Valine exchange,Exchange/demand reactions,0.204,1.2857747777661932e-18,2.0507293923865867e-18,,,-0.059105,0.655188,0.0902,78,72,150,L4f,,UTP[e] <=> ,,,,-0.184368,-0.243473,,
L4f vs Af,L4f,Af,MAR04947,,Extracellular transport,0.204,1.2857747777661932e-18,2.0507293923865867e-18,,,-0.059105,0.655188,0.0902,78,73,151,L4f,,UTP[c] <=> UTP[e],,,,-0.184368,-0.243473,,
L4f vs Af,L4f,Af,MAR04922,CO2 transport  diffusion   mitochondrial,Mitochondrial transport,0.199,9.90729836973848e-18,1.5039995115506608e-17,,,52.353563,717.144631,0.073,80,76,156,Af,,CO2[c] <=> CO2[m],,,,-479.196734,-426.843171,,
L4f vs Af,L4f,Af,MAR02225,Free diffusion of bicarbonate (c to m),Mitochondrial transport,0.199,9.90729836973848e-18,1.522340969008596e-17,,,-52.184169,716.97119,0.0728,80,77,157,L4f,,HCO3-[c] <=> HCO3-[m],,,,479.02734,426.843171,,
L4f vs Af,L4f,Af,MAR09072,Phosphate exchange,Exchange/demand reactions,0.285,3.548788128342609e-36,6.387818631016696e-36,,,0.286848,5.377003,0.0533,70,87,157,Af,,Pi[e] <=> ,,,,1.287278,1.574126,,
L4f vs Af,L4f,Af,MAR03955,carbonate hydro-lyase (carbon-dioxide-forming),Miscellaneous,0.199,9.90729836973848e-18,1.522340969008596e-17,,,-52.184169,716.97119,0.0728,80,78,158,L4f,,CO2[c] + H2O[c] <=> H+[c] + HCO3-[c],,,,479.02734,426.843171,,
L4f vs Af,L4f,Af,MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),Arginine and proline metabolism,0.199,9.90729836973848e-18,1.522340969008596e-17,,,52.184169,716.97119,0.0728,80,79,159,Af,,CO2[m] + H2O[m] <=> H+[m] + HCO3-[m],,,,-479.02734,-426.843171,,
L4f vs Af,L4f,Af,MAR09354,EX hco3 LPAREN e RPAREN ,Exchange/demand reactions,0.179,2.0777386396200642e-14,3.044128704559628e-14,,,-0.366747,5.824335,0.063,85,80,165,L4f,,H2O2[e] <=> ,,,,0.316793,-0.049953,,
L4f vs Af,L4f,Af,MAR08408,Hydrogen peroxide transport via diffusion,Extracellular transport,0.179,2.0777386396200642e-14,3.0799419834368e-14,,,-0.366747,5.824335,0.063,85,81,166,L4f,,H2O2[c] <=> H2O2[e],,,,0.316793,-0.049953,,
L4f vs Af,L4f,Af,MAR07638,Uncoupling protein,Mitochondrial transport,0.091,0.0005028776494501,0.0007040287092301,,,-32.923987,726.629489,0.0453,90,89,179,L4f,,H+[c] => H+[m],,,,227.249116,194.325128,,
L4f vs Af,L4f,Af,MAR06383,L-homoserine via sodium symport,Extracellular transport,0.074,0.0083531461757412,0.0109635043556604,,,-0.012903,0.351734,0.0367,96,90,186,L4f,,H+[c] + homoserine[e] + Na+[e] => H+[e] + homoserine[c] + Na+[c],,,,0.144173,0.131269,,
L4f vs Af,L4f,Af,MAR09064,L-Tyrosine exchange,Exchange/demand reactions,0.044,0.2877976434847331,0.297233631795708,,,-0.000156,0.005229,0.0298,103,91,194,L4f,,tyrosine[e] <=> ,,,,-0.025295,-0.025451,,
L4f vs Af,L4f,Af,MAR09042,L-Methionine exchange,Exchange/demand reactions,0.044,0.2877976434847331,0.297233631795708,,,-0.000149,0.005011,0.0298,103,92,195,L4f,,methionine[e] <=> ,,,,-0.022346,-0.022495,,
L4f vs Af,L4f,Af,MAR09040,L-Leucine exchange,Exchange/demand reactions,0.044,0.2877976434847331,0.297233631795708,,,-0.000533,0.017866,0.0298,103,93,196,L4f,,leucine[e] <=> ,,,,-0.068165,-0.068698,,
L4f vs Af,L4f,Af,MAR05068,Transport of arginine (e to c),Extracellular transport,0.044,0.2877976434847331,0.2924395409602933,,,0.000351,0.011765,0.0298,103,94,197,Af,,arginine[e] => arginine[c],,,,0.043478,0.043829,,
L4f vs Af,L4f,Af,MAR09066,L-Arginine exchange,Exchange/demand reactions,0.044,0.2877976434847331,0.297233631795708,,,-0.000351,0.011765,0.0298,103,95,198,L4f,,arginine[e] <=> ,,,,-0.043478,-0.043829,,
L4f vs Af,L4f,Af,MAR09079,H+ exchange,Exchange/demand reactions,0.19,3.4297459018708595e-16,5.144618852806289e-16,,,-0.156681,6.370933,0.0246,84,115,199,L4f,,H+[e] <=> ,,,,0.397432,0.240751,,
L4f vs Af,L4f,Af,MAR09046,L-Valine exchange,Exchange/demand reactions,0.044,0.2877976434847331,0.297233631795708,,,-0.000344,0.011547,0.0298,103,96,199,L4f,,valine[e] <=> ,,,,-0.039151,-0.039495,,
L4f vs Af,L4f,Af,MAR09067,Glycine exchange,Exchange/demand reactions,0.044,0.2877976434847331,0.297233631795708,,,-0.000526,0.017648,0.0298,103,97,200,L4f,,glycine[e] <=> ,,,,-0.055571,-0.056097,,
L4f vs Af,L4f,Af,MAR09043,L-Phenylalanine exchange,Exchange/demand reactions,0.044,0.2877976434847331,0.297233631795708,,,-0.000253,0.008497,0.0298,103,98,201,L4f,,phenylalanine[e] <=> ,,,,-0.022673,-0.022927,,
L4f vs Af,L4f,Af,MAR09044,L-Threonine exchange,Exchange/demand reactions,0.044,0.2877976434847331,0.3126077851644515,,,-0.000305,0.01024,0.0298,103,99,202,L4f,,threonine[e] <=> ,,,,-0.024215,-0.02452,,
L4f vs Af,L4f,Af,MAR09039,L-Isoleucine exchange,Exchange/demand reactions,0.044,0.2877976434847331,0.297233631795708,,,-0.000279,0.009369,0.0298,103,100,203,L4f,,isoleucine[e] <=> ,,,,-0.017932,-0.018212,,
L4f vs Af,L4f,Af,MAR09063,L-Glutamine exchange,Exchange/demand reactions,0.044,0.2877976434847331,0.297233631795708,,,-0.000318,0.010676,0.0298,103,101,204,L4f,,glutamine[e] <=> ,,,,-0.020466,-0.020785,,
L4f vs Af,L4f,Af,MAR09062,L-Asparagine exchange,Exchange/demand reactions,0.044,0.2877976434847331,0.297233631795708,,,-0.000273,0.009151,0.0298,103,102,205,L4f,,asparagine[e] <=> ,,,,-0.016361,-0.016634,,
L4f vs Af,L4f,Af,MAR04453,Xanthosine-5'-phosphate:ammonia ligase (AMP-forming),Purine metabolism,0.044,0.2877976434847331,0.297233631795708,,,4.5e-05,0.001507,0.0298,103,103,206,Af,,ATP[c] + NH3[c] + xanthosine-5-phosphate[c] => AMP[c] + GMP[c] + H+[c] + PPi[c],,,,0.002353,0.002397,,
L4f vs Af,L4f,Af,MAR09860,Exchange of Xanthylic Acid,Exchange/demand reactions,0.044,0.2877976434847331,0.2924395409602933,,,-4.5e-05,0.001507,0.0298,103,104,207,L4f,,xanthosine-5-phosphate[e] <=> ,,,,-0.002353,-0.002397,,
L4f vs Af,L4f,Af,MAR09834,Transport of XMP,Extracellular transport,0.044,0.2877976434847331,0.2924395409602933,,,4.5e-05,0.001507,0.0298,103,105,208,Af,,xanthosine-5-phosphate[e] <=> xanthosine-5-phosphate[c],,,,0.002353,0.002397,,
L4f vs Af,L4f,Af,MAR04032,UTP:ammonia ligase (ADP-forming),Pyrimidine metabolism,0.044,0.2877976434847331,0.297233631795708,,,3.8e-05,0.001278,0.0298,103,106,209,Af,,ATP[c] + NH3[c] + UTP[c] => ADP[c] + CTP[c] + H+[c] + Pi[c],,,,0.001544,0.001582,,
L4f vs Af,L4f,Af,MAR03959,Superoxide anion transport via diffusion (extracellular),Extracellular transport,0.077,0.0053068688555606,0.0070385839557962,,,0.088506,5.10172,0.0173,93,116,209,Af,,O2-[c] <=> O2-[e],,,,-0.89031,-0.801804,,
L4f vs Af,L4f,Af,MAR08619,Ascorbic acid oxidase,Ascorbate and aldarate metabolism,0.077,0.0053068688555606,0.0071134625085175,,,-0.044253,2.55086,0.0173,93,117,210,L4f,,ascorbate[c] + 2 H+[c] + 2 O2-[c] => dehydroascorbic acid[c] + 2 H2O2[c],,,,0.445155,0.400902,,
L4f vs Af,L4f,Af,MAR00632,Acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase,Glycerophospholipid metabolism,0.044,0.2877976434847331,0.2924395409602933,,,0.000168,0.005631,0.0298,103,107,210,Af,,2-lysolecithin pool[c] + acyl-CoA pool[c] => CoA[c] + PC-LD pool[c],,,,0.006372,0.00654,,
L4f vs Af,L4f,Af,MAR09383,Octadecanoate (n-C18:0) exchange,Exchange/demand reactions,0.077,0.0053068688555606,0.0070385839557962,,,0.088506,5.10172,0.0173,93,118,211,Af,,O2-[e] <=> ,,,,-0.89031,-0.801804,,
L4f vs Af,L4f,Af,MAR01499,Lysophosphatidylcholine Transport,Extracellular transport,0.044,0.2877976434847331,0.2924395409602933,,,0.000168,0.005631,0.0298,103,108,211,Af,,2-lysolecithin pool[e] <=> 2-lysolecithin pool[c],,,,0.006373,0.006541,,
L4f vs Af,L4f,Af,MAR00628,Exchange of Lysophosphatidylcholine,Exchange/demand reactions,0.044,0.2877976434847331,0.2924395409602933,,,-0.000168,0.005631,0.0298,103,109,212,L4f,,2-lysolecithin pool[e] <=> ,,,,-0.006373,-0.006541,,
L4f vs Af,L4f,Af,MAR01601,Phosphatidylethanolamine Transport,Extracellular transport,0.044,0.2877976434847331,0.2877976434847331,,,5.4e-05,0.001813,0.0298,103,110,213,Af,,PE-LD pool[e] <=> PE-LD pool[c],,,,0.001748,0.001802,,
L4f vs Af,L4f,Af,MAR00656,Exchange of Phosphatidylethanolamine,Exchange/demand reactions,0.044,0.2877976434847331,0.2924395409602933,,,-5.4e-05,0.001813,0.0298,103,111,214,L4f,,PE-LD pool[e] <=> ,,,,-0.001748,-0.001802,,
L4f vs Af,L4f,Af,MAR10024,Exchange of biomass,Exchange/demand reactions,0.044,0.2877976434847331,0.2877976434847331,,,0.000977,0.032749,0.0298,103,112,215,Af,,biomass[e] <=> ,,,,0.030343,0.03132,,
L4f vs Af,L4f,Af,MAR10023,Transport of biomass (c to e),Extracellular transport,0.044,0.2877976434847331,0.2877976434847331,,,0.000977,0.032749,0.0298,103,113,216,Af,,biomass[c] => biomass[e],,,,0.030343,0.03132,,
L4f vs Af,L4f,Af,MAR04152,Succinate:CoA ligase (ADP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.08,0.003311056963176,0.0045347084495672,,,-2.913908,726.672223,0.004,91,125,216,L4f,,ADP[m] + Pi[m] + succinyl-CoA[m] <=> ATP[m] + CoA[m] + succinate[m],,,,6.884638,3.97073,,
L4f vs Af,L4f,Af,MAR04413,Generic Human Biomass Reaction,Artificial reactions,0.044,0.2877976434847331,0.297233631795708,,,0.000977,0.032749,0.0298,103,114,217,Af,,0.505626 alanine[c] + 0.35926 arginine[c] + 0.279425 asparagine[c] + 0.352607 aspartate[c] + 20.7045 ATP[c] + 0.020401 cholesterol[c] + 0.011658 CL pool[c] + 0.039036 CTP[c] + 0.046571 cysteine[c] + 0.013183 dATP[n] + 0.009442 dCTP[n] + 0.009898 dGTP[n] + 0.013091 dTTP[n] + 0.275194 glucose-6-phosphate[c] + 0.385872 glutamate[c] + 0.325996 glutamine[c] + 0.538891 glycine[c] + 0.036117 GTP[c] + 20.6508 H2O[c] + 0.126406 histidine[c] + 0.286078 isoleucine[c] + 0.545544 leucine[c] + 0.592114 lysine[c] + 0.153018 methionine[c] + 0.154463 PC-LD pool[c] + 0.055374 PE-LD pool[c] + 0.259466 phenylalanine[c] + 0.023315 PI pool[c] + 0.412484 proline[c] + 0.005829 PS-LD pool[c] + 0.392525 serine[c] + 0.017486 SM pool[c] + 0.31269 threonine[c] + 0.013306 tryptophan[c] + 0.159671 tyrosine[c] + 0.053446 UTP[c] + 0.352607 valine[c] + 0.002914 PG-CL pool[c] => 20.6508 ADP[c] + 20.6508 H+[c] + 20.6508 Pi[c] + biomass[c],,,,0.028965,0.029942,,
